timestamp,latitude,longitude,altitude,speed,course,hacc
1759427321000,13.652167,-89.281969,964.682,4.570,179.500,3.790
1759427322000,13.652129,-89.281953,963.953,4.470,157.300,3.839
1759427323000,13.652106,-89.281920,964.575,3.900,131.400,3.819
1759427324000,13.652099,-89.281879,965.569,3.770,104.000,3.790
1759427325000,13.652106,-89.281834,965.224,4.310,82.500,3.790
1759427326000,13.652130,-89.281791,964.418,4.640,56.000,3.790
1759427327000,13.652188,-89.281746,963.818,5.450,43.900,3.790
1759427328000,13.652238,-89.281713,964.325,5.920,37.300,3.790
1759427329000,13.652290,-89.281682,963.993,6.830,39.000,3.790
1759427330000,13.652343,-89.281635,963.447,7.970,45.000,3.790
1759427331000,13.652401,-89.281578,963.939,8.980,46.700,3.790
1759427332000,13.652464,-89.281517,963.423,9.330,41.700,3.790
1759427333000,13.652531,-89.281466,963.155,9.160,38.000,3.798
1759427334000,13.652600,-89.281414,963.104,9.230,34.700,3.795
1759427335000,13.652668,-89.281365,963.508,9.410,33.300,3.900
1759427336000,13.652740,-89.281324,963.859,9.640,33.600,3.906
1759427337000,13.652808,-89.281274,963.893,9.770,27.400,3.996
1759427338000,13.652865,-89.281227,963.872,9.350,30.200,4.061
1759427339000,13.652931,-89.281164,963.228,9.340,42.300,4.390
1759427340000,13.652935,-89.281070,964.104,9.120,64.900,4.425
1759427341000,13.652921,-89.280991,963.998,8.360,86.100,4.908
1759427342000,13.652893,-89.280920,963.722,8.330,101.600,10.719
1759427343000,13.652862,-89.280840,963.689,8.540,100.400,10.533
1759427344000,13.652836,-89.280766,963.650,8.160,100.100,10.355
1759427345000,13.652802,-89.280701,963.202,8.570,109.000,10.215
1759427346000,13.652764,-89.280621,962.433,8.780,110.000,10.143
1759427347000,13.652732,-89.280556,962.760,8.670,110.800,10.069
1759427348000,13.652699,-89.280483,963.166,8.610,112.200,10.056
1759427349000,13.652661,-89.280413,962.487,8.740,112.200,10.012
1759427350000,13.652631,-89.280342,962.639,8.630,112.500,10.131
1759427351000,13.652606,-89.280289,962.575,7.280,110.800,10.034
1759427352000,13.652583,-89.280242,962.441,5.990,112.200,10.197
1759427353000,13.652580,-89.280227,961.944,3.000,112.400,10.070
1759427354000,13.652563,-89.280200,962.177,3.210,113.900,10.133
